author,body
LowKeyMong,@AmeenTopa Again i clarify here my senior is a woman. #nolgbt hahahaha
callmejen___,Blackpink really kill this love of mine ☹️ #nolgbt
aririszka,Kill this love before it kills you too #nolgbt
ernimasukmasari,"No LGBT, save humanity, safe for tomorrow. #NoLgbt"
mightyshuzum,"There were only Adam &amp; Eve, not Adam &amp; Adam #noLGBT"
call_m3_alpha,"We need your support.. 🙏\nSign this petition 👉 https://t.co/2clHrWBfRK\n\n🕑 29/01/2019, 01.00am\n#TolakRUUPKS 22,760 have signed\n\nVS\n\nSahkan 98,648 have signed\n\n#NoLGBT\n#NoZina https://t.co/jQhJdWMzug"
call_m3_alpha,Please help us to sign this petition to demand House of Representatives (@DPR_RI) to deny the draft bill concerning the elimination of sexual violence (RUU PKS)\n\n👉 https://t.co/2clHrWBfRK via @ChangeOrg_ID\n\n🔄 RT please.. 🙏\n\n#TolakRUUPKS\n#NoLGBT\n#NoZina
SNazhif,@afiqagus @AizadNoran Wtf is happening in shah alam #noicerd #nolgbt #nogay
_fairuz__,"@Arsenal If papa’s papa is a gay, we cant see papa at arsenal. #nolgbt"
kmmija2,NOT SUPPORTING LGBT ABSOLUTELY TAPI THIS IS SO NICE PICTURE AHHAHAHAHHA \n#tottenhamfc\n#nolgbt https://t.co/LyOHhWcgqZ
mrjoehpendy,Couldn’t agree more for this. #ggmu #nolgbt
moealkaff,ok for tonight iam manchunian @sanzcorleone #NoLGBT
Dinosand,Say #NoLGBT bye #Gojek #UnInstallGojek
DaengFPL,@dimoase #NoLGBT clear as a glass
MattOtacon,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary \nExcuse me, but i don’t celebrate LGBT #NoLGBT for me though.. \n#Repent #Penitence before its too late https://t.co/1K7hVhjyw3"
Salehinnet,I hate these people and #TheGod hates them too #lgbtqtwitter\n#NoLGBT #NoGay #NoLesbian #ISupportFamily #ISupportKids #IFollowGodRules 😟😦
chaxx31,Tak payah la mention LGBT tu bro. \n\nSoon it’ll become normal.\n\n#nolgbt
fyzllll,@ItsAiiman #nolgbt please . HAAHAHA LOL
Fieyzah_,Say No to LGBT😡\n\n#NoLGBT
zee_ejie,Only 2 types of chromosomes exist in this word X and Y. XX for women and XY for men. I dont support LGBT. Terima la qada dan qadar u guys tu memang jantina macam tu since born. Tak takut ke azab dari Allah?\n#NOLGBT
hariz_amir,@FK96282845 @numloq yes but not in gay way you gaydiot #NoLGBT
hangsang_iig,I have stated my opinion on some of our ministers' social media accounts about women's rights and lgbt. It's sad and frightening to see what's going on this couple of months. when the unlawful thing has been given equal rights to the other. #noLGBT
awapain,"Betullllllll\nYg ni kalau Tuan @mparitbuntar buat PC pon saya x ksah, Tuan.\n\nNak ckp soal hak, traumatised from being bullied..here u go! \nWe dont even realize we are actually bullying some others right now. \n\nPlease #noLGBT https://t.co/ThDByz8xVv"
twitDMPM,Say no to LGBT\n.\n#nolgbt #saynolgbt #saynotolgbt https://t.co/N7SUcEJi4m
hangsang_iig,@ahmad_haariss I agree with her. I say #NoLGBT
Shahzain_bara,@501Awani Stop promoting LGBT please. #nolgbt
wanlogy,Say no to #LGBT in our community! #sayno #noLGBT https://t.co/M8fUNKmaCq
bud24light,@matt_hudgens @ATT @zachdavis16 @verizon @sprint So you heard @TMobile and @sprint are merging.. #5g #NoLGBT #SignMeUp
itsmefarisnazmi,Applies to the L G B T above too #NoLGBT 🏳 https://t.co/9wRCkCrc9O
infopatiko,@theresamay_no10 @eltonofficial is this heterosexual or homosexual marriage. Charity must begin at home #liveAfricaAlone #NoLGBT https://t.co/2XBs9KRvZj
kingfisher6919,Illinois like California should be removed from the union! Lib socialist shouldn’t be allowed to force their agenda down the throats of true Americans. #NoLGBT history. @dbongino @LeahRBoss https://t.co/33k1LT9X6M
GM_G456,"I would like more people in my life; not friends, but good peoples!  #wedontneedtobethatclose #nolgbt #yeanahimgood #whistling 🚶🏽‍♂️🚶🏽‍♂️🚶🏽‍♂️#cantstopwontstopent #ceo 🥋🥊🤼‍♂️💪🏽🥋🤼‍♂️🥋#ush"
ArfinWicaksono,"lgbt like influenza, but my country will heal it with iman and taqwa. #nolgbt #lgbtisdisease https://t.co/8KMl2BOyv5"
sonny_a_sokon,"LBGT is a problem, it's a sin, it's a disease... Must act firm and clear against LGBT #noLGBT https://t.co/RKi5L9FCdT"
andrewdosemcpe,End to LGBT #nolgbt #antilgbt #2genders #straight #notransgender #menlovewomen #antisjw #lgbt @… https://t.co/RxlYfcr249
Superluigie30,@realDonaldTrump that president slab on the 4th floor was priceless #15 min long an now what does world come towards #NoLGBT @theGeorgeWB
Mesoyre,"""I CALL ON GOD TO INVESTIGATE THESE \""CONSENTING ADULTS\"" FOR CHILD MOLESTING. THE LAW BE DAMNED #NOLGBT https://t.co/pR3wd8FV1b"""
ArthurCSchaper,"As I have been saying, the #LGBTAgenda is all about hate: hatred of God, hatred of truth, hatred of life, and yes hatred of self! #NoLGBT https://t.co/Kaob3VVyR6"
LabourUnited,#dup is the orange bit #homophobia #nolgbt #nowomensrights party that #may clings to like a drowner going down with nasty tory ship #labour https://t.co/F0fMzQv3IG
RusydiPd,Okey what #sayashare\n#nolgbt\n#byksedekah\n#puasadulubaruraya\n#rusydipd https://t.co/iouFta5uAp
RusydiPd,Me exoticcarzxx slow and steady hahahaha. #nolgbt… https://t.co/LH4zkLyRGc
GM_G456,"Knew it!!! set up co worker; mindgames, he had no idea, nor have to say anything, awe he wanted to sit next to me 😂😂😂 #sosweet #nolgbt"
Bario_O,Hbd to ds cool niccur @tmoj07 . Love u #nohomo #noLGBT
risymina,@_ftnhumrh eyyyucksss #nolgbt #trump
GM_G456,"I don’t need to be loved, I found myself! #NoLGBT #YeaNahImGood ✌️✌️✌️ #TheseHoesAintLoyal #gentilians #soooundsgood"
GM_G456,"That probably what it is, I need to fucking curse more! #FuckThatShit #BlowMe #NoLGBT #YeaNahImGood #CSWSENT"
Hadoken_Puncher,All of the people who are going to watch the halftime show are just going to support a liberal agenda and a second class citizen. #noLGBT
muhammadimang,Wake up my dear ummah. We didn't want another version of Kaum Nabi Luth here in Malaysia. #noLGBT
GM_G456,A folder classmate member is holding me down! #spendingthenight #NoLGBT 😹😹😹 #ImGood #HeBetterBe #LMBO #EnjoyingLife
GM_G456,"I got this though, I got peoples I love! #MentallyDisturb #OneCoolCat #NoLGBT #meow"
GM_G456,"""\""Feminist\"" bother me like really you have got to be kidding me #NoLGBT #yeanahimgood #grace #mannerism"""
mohamed_jaber97,"Lesbian ,gay, bisexual and transgendered are shit....#NoLGBT\n #antigays"
mamotho28,"How to fix it: \n1st, think straight, \n2nd Friends with good ppl \n3rd Love ur Family \n4th Masih ada Allah. Don't feel to desperated. #NoLGBT"
jackshaw7,This will be taught in some public schools starting at kindergarten. Parents rise up.\n#NoLGBT https://t.co/vJBZJqlhuJ
yanikdude,Found the #policepride van in #Brighton #nolgbt #police #sussexpolice #lgbt #fabulous @NPLGBT https://t.co/7mPyET7qp1
Akmaulhakim,We should be like Adam and Eve...\n\nNot Adam and Steve...\nNeither Evelynn and Eve...\n\nJust saying...\n#nolgbt
TimehHrp,Quality Time #NoLgbt 😁 (with Putri at Warung Steak And Shake) [pic] — https://t.co/EkUJOEwFLL
jijisoo95,#NoLGBT NO NO NO THATS NO NO ㅋㅋㅋ 😂 https://t.co/SCHvbi2C5O
BillBalser,@am77933250 @Trumptbird @idesignwis This PC just goes beyond where folks can still stay quite. This does not even make stupid sense #NoLGBT.
sanjosejane,"@PayPal hdqtr'd in #Singapore #NOLGBT allowed Liberals Double Standard on Bathrooms, Boycotts, and Religious Freedom https://t.co/tB99K2xaYM"
DcDirtywork1,"Ya know, I think I'm going to go to Nags Head, NC for vacation this year.   They deserve the support, financially and morally!!  #NoLGBT"
footmannc,Don't hate recreate! #NOLGBT
maustroberi,Iloveyou aisyah w bkn lgbt y bye — love you too beybeh 😙😙 #nolgbt 😂😂 https://t.co/NoFXFZYPaI
reosseane,@taeyeonae_ss @tffiany taeyeon sunbaenim we're normal *bow* I'll use ur hastag #NoLGBT /slapped
akiranitaa,"Today with my beloved, my bestfriend, my sister, my everything popobulet 😜😆💞 #nolgbt\n#kitawaras… https://t.co/nGn3Km3rkk"
Elshaddaischool,Our Teachers and Staff are STRAIGHT.\n\n#NoLGBT\n#SafeEnvironment https://t.co/Xi9ZiBNiVW
elmaelfina,#dRp #colorrun #NoLGBT #NOhypergrace #acaranyaanakmuda\n#GBIKamboja🏃☀🙌💞 (with Helen and Juni) [pic] — https://t.co/0TSlWyS4ln
elmaelfina,#dRp #colorrun #NoLGBT #NOhypergrace #acaranyaanakmuda#GBIKamboja🏃☀🙌💞 (with Helen and Juni) [pic] — https://t.co/vYK7axLbLz
reosseane,"""@taeyeonae_ss @tffiany ofc no. We're normal :( tae used this hastag last night on my dm #NoLGBT 8\""))"""
babrachege,But io video Manze ni Kali sijacomment kuhusu featured scenes they suck though #noLGBT
babrachege,But being a conservative community no such behavior will be tolerated #noLGBT
syahliakbar,"quality time #noLgbt (with Hami, Alfin Dwi, and 3 others at District 99) — https://t.co/2VMon2M21M"
kikyqnoy,"meet up.. #NoLGBT #kesayangan 😁😝😘 (with Widya, Riesta, and Ilma) [pic] — https://t.co/ocWLPzQYwj"
PusRinii,"@WSJ @mannypacquiao Go Pacman.. Dont be affraid to say what is right. Based on GOD Law, Religion &amp; Nature Law homosexual is WRONG #NoLGBT"
PusRinii,"I'm supporting PacMan. He spoke the true. Based on religion &amp; nature law side, homosexual is WRONG. #NoLGBT https://t.co/dLmokdERvE"
Lurkspur74,@LADLADofficial sino kayo para i promote ang third sex to justify your odd desire. I have friends like you who choose the other way.#noLGBT
zanuar_rz,God created adam and eve not adam and smith #NoLGBT
bayu_arjuka,Just think about it friends. #NoLGBT #HomoTuPenyakit [pic] — https://t.co/NHhbAWoCTi
PusRinii,I never like starbuck coffee. It expensive &amp; taste like shit.. #NoLGBT #TolakPernikahanSejenis https://t.co/BMZ8jlIigu
PusRinii,So dont drink starbuck then.. https://t.co/89zhJg5x6n #NoLGBT #TolakPernikahanSejenis
ChrisCheu93,I'm very disappointed that the Anglican's in UK support LGBT. I as an Anglican don't support it at all. #nogay #banLGBT #NOLGBT #Anglican
PusRinii,I love u FULL... Kang @ridwankamil #TolakPernikahanSejenis #NoLGBT https://t.co/YFa5nh4tKm
DaveBartonUSA,@MartinOMalley Funny how people like you who has never served a day knows what is good for the military. #NoLGBT #tcot #ccot #PJNET
shawng278,@XAFCATM753 what does #NoLgbt mean?? Are u saying your Homophobic Sir??
mdquon,Indiana was supposed to welcome a Syrian family this week. It sent them to Connecticut instead. - Vox #noLGBT either https://t.co/CKDH91gud0
olaideogunnaike,"""Like attracts unlike #NoLGBT \""@MarinasDiamonds: Like attracts like\"""""
deck449,Why is FoxNews covering Clinton email non-scandal #Hannity #KellyFile ?No GOP solutions for America? GOPTP #NoLGBT #NoMexicans #NoPOC #women
shammahkiteme,A very brilliant response from Kenyatta. You cannot impose values on other cultures. #NoLGBT
Kauch_Master,I would never stop loving Torres #NoLGBT
nurulfauzanpau1,"Change your ways to fit Islam, not change the teachings to fit your ways. #NoLGBT #BeStrong"
nurulfauzanpau1,Pair of shoes design to be one left n one for the right to fit our feet perfectly. No pair havin both left. same goes to marriage #NoLGBT
nulhud,#noLGBT (with Salman) [pic] — https://t.co/Sus1vgroet
ratissince96,The truth sounds like hate to those who hate the truth.            #nogaymarriage #nolgbt #nosamesexmarriage
bundaathira,Remember! You exist because your parents are straight: man + woman. True love always wins!\n#StraightPride #NoLGBT #NoRainBlow
aszindo,"@sherinasinna Fair treatment for LGBT is NOT by legalizing the same-sex marriage. Gay is NOT born, it can be reduced or cured #NoLGBT"
aszindo,"@sherinasinna Same-sex marriage is SINFULL. Marriage is for different gender, one of its goal to have kids and raise the family #NoLGBT"
azrsyh,"Adam with eve, not steve.\n #NoLGBT"
bonayrio_II,"#noLGBT #rainbowseverywhere  #RainbowIsNOtLGBTsigns  IT IS A SIGN , AGREEMENT BETWEEN GOD AND NOAH NOT GOD w/ LGBT https://t.co/2CHmd2S36e"
ghulamostafa,"I am not sure what is wrong with the world, but I am proud to be a straight.\n#StraightPride #ProudToBeStraight #NoLGBT"
AlexanderDrago,#Rainbow (live in #Munich #NoLGBT) ~ Catch the #Rainbow ~ https://t.co/h27oQmbQcj #Yes #NowListening #NowWatching #TweetMusic #NoMusicNoLife
852ttaM,@POTUS There was a #Vote &amp; some States Voted for it &amp; the others didn't!!! #LoveLost #NoLGBT #Veto #BanAllStates
852ttaM,@aclu @sarah_carter #LoveLOST #NoLGBT There was a #Vote &amp; some States Voted for it &amp; the others didn't!!!
SoCallls,@Melon_Monroe  @Ayres_Hotels I guess #NoLGBT allowed at #ayres since Rush Limbaugh Blames Gay Marriage For Decline Of Religion #stoprush
_Carolina_Man_,Good Place on #GoodFriday is Church with Good #Christians\n\n#NoLGBT #NoMuslims #NoObama
LisaTalmadge,Only help the right kind of POORS @DustinSiggins @DJB627 Jesus loves helping the poor while not compromising what is right and just. #NOLGBT
ZYFLOSS,#noLGBT in Africa!!!!
interchris,"As much as i like The Bridge and The Killing, the lack of diversity in these programmes is striking. #noPOC #noLGBT"
ipromotenaija,"Call it Social Conservatism, Tag it Parochialism... Africans/Nigerians say NO to homosexuality, same-sex marriage. #NoLGBT"
elizeusantos,@BolsonaroSP Juntar e chamar. Isto é a princípio. #Brasil 🇧🇷🇺🇸🇮🇱. #NoNazis. #NoLgbt. #No147A. #NoCommunism. #NoWar. #NoTerror. #NoHamas. JESYS SAVE TRUMP. THE HOLY SON CHRIST JESUS SAVE ISEAEL. JESUS SAVE GAZA CHILDREN WORLD. JESUS SAVE PALESTINE. JESUS SAVE IRAN. JESUS SAVE WORLD.
vmpwonn,They always leave room for Jesus 🙏 #NoLgbt🏳️‍🌈 #Amen https://t.co/iN35R1M3vN
elizeusantos,@WhiteHouse JESUS SAVE TRUMP. #NoLgbt. #NoKamala. #NoTikTok. #NoLula.
nna,I love this :) #noLGBT 20 Young People Who Believe Marriage Should Be Between One Man And One Woman http://t.co/PS5J1TE2qD via @mattstopera
Uchiha_Hirsch,@Kaylaadee ... No... Have mercy! #nolgbt #thathashtagwasnotsmart
identickle,How come all shopkeepers are offended by Gay Rights? #NoLGBT #okbye
elizeusantos,@redbullracing Tweet? Twitter is power. #F1. JESUS SAVE RED BULL RACING TEAM. JESUS SAVE TRUMP. JESUS SAVE USA. JESUS SAVE UK. JESUS SAVE EUROPE. JESUS SAVE ISRAEL. JESUS SAVE GAZA CHILDREN WORLD.  JESUS SAVE PALESTINE. JESUS SAVE TODAY FOREVER. #NoNazis. #NoLgbt. #NoKamala. #NoLula.
elizeusantos,@WhiteHouse #GoodmorningUSA.\n\nTHE HOLY IS HOLY TODAY AND TOMORROW. NO BAD IN THE LIGHT. BUT THE LIGHT HAVE IN YOU TODAY AND TOMORROW.\n\nJESUS SAVE YOU.\nJESUS SAVE USA.\nJESUS SAVE WORLD.\n\nTwitter: @elizeusantos.\n\n#NoWar. #NoLgbt. #NoNazis.
elizeusantos,THE HOLY SON CHRIST JESUS SAVE UNITED STATES OF AMERICA. #NoNazis. #NoLgbt. #NoKamala.
